N;Mode;T_0;T_1;T_2;T_3;T_4;T_5;T_6;T_7;T_8;T_9;kfT_0;kfT_1;kfT_2;kfT_3;kfT_4;kfT_5;kfT_6;kfT_7;kfT_8;kfT_9;kfT_dot_0;kfT_dot_1;kfT_dot_2;kfT_dot_3;kfT_dot_4;kfT_dot_5;kfT_dot_6;kfT_dot_7;kfT_dot_8;kfT_dot_9;rwavT_0;rwavT_1;rwavT_2;rwavT_3;rwavT_4;rwavT_5;rwavT_6;rwavT_7;rwavT_8;rwavT_9;ma13T_0;ma13T_1;ma13T_2;ma13T_3;ma13T_4;ma13T_5;ma13T_6;ma13T_7;ma13T_8;ma13T_9;ma55T_0;ma55T_1;ma55T_2;ma55T_3;ma55T_4;ma55T_5;ma55T_6;ma55T_7;ma55T_8;ma55T_9;ma144T_0;ma144T_1;ma144T_2;ma144T_3;ma144T_4;ma144T_5;ma144T_6;ma144T_7;ma144T_8;ma144T_9;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;Lfc_0;Lfc_1;Lfc_2;Lfc_3;Lfc_4;Lfc_5;Lfc_6;Lfc_7;Lfc_8;Lfc_9
1075;1;50.6070484204871;45.7181390259334;52.3897159437528;38.2516406093372;47.2880212189884;33.4844013461362;34.5685760108687;51.0050065884836;39.886860404354;37.5887934346654;51.9035447610544;47.4700328625987;52.9946892965434;37.567197172012;49.792282148608;36.7670779737114;37.9748726725661;53.100371912108;41.7967394272006;37.8110238560755;1.15392103702484;1.65452939913271;-1.88587007860882;-1.66834085875485;1.21506374317455;0.723218391473066;0.802928212746513;1.37726787877103;1.28849318083204;-1.77385320501193;24.8914092200911;24.1427033062746;22.7751991237332;24.6214799217463;24.7941321436082;26.4803533059285;26.3958233659461;20.2840972095002;26.4070039058217;27.2014036789544;40.8427843270367;44.2331100012844;57.8125162887317;50.2104110233956;41.9004317293339;48.7562275804334;49.1424963095322;40.1550355620441;43.8751774372248;50.9379316125286;49.9483665922929;49.7655595770859;50.1070567666838;48.2901719867997;50.0025570317526;48.6029608119976;47.7314973742475;48.6707854707983;48.4613729410031;50.3802241363894;49.4690432026915;47.0761040926447;46.6462833299658;45.6526554995157;47.6923609975959;46.011920760397;45.4127847160551;46.460441412992;45.2819540180108;47.0998064189811;1;1;0;0;1;1;1;1;1;0;12;5;0;0;8;2;1;13;4;0
1076;4;54.1438779586004;50.28210201653;50.7396295934311;35.8019993027028;52.0510784551548;39.2259374032811;40.9529823057043;55.4745675835695;45.3882117580879;35.896858778978;53.0802265470239;49.1560426076677;51.1062517253715;35.8905764507289;51.032882694495;37.5096620613277;38.7956193979932;54.509239874904;43.121905383466;36.0256950274277;0.700925544757527;1.06128987258325;-1.81487645317039;-1.53129899357116;0.72948714745245;0.744639974313099;0.841021341149169;0.776787790913276;0.685360344920669;-1.5197417928385;25.0392619389978;24.2088468169696;23.0344022163987;24.9095974004542;24.9206067750131;26.5828328768802;26.5093820476014;20.4355639487505;26.475899217088;27.5220766161451;41.919949246024;43.7715839184894;57.5650883132391;48.638901687068;42.1012353596814;47.0102602612349;47.5550673238026;41.4418594731654;42.9345687524735;49.2753328679992;49.8777329803685;49.7036017315661;50.1745496869137;48.1272571193728;49.9457087047866;48.37904910693;47.507680507843;48.7117010815488;48.3524253927396;50.1612280227625;49.4266179699403;47.0207816866119;46.6302244037227;45.5149667017769;47.6552503560396;45.8869446519878;45.3181633770114;46.4853999083477;45.1861718159053;47.004868184385;1;1;0;0;1;1;1;1;1;0;13;6;0;0;9;3;2;14;5;0
1077;2;53.4576385342508;50.8618225660956;48.9428292597237;33.2246344853932;52.4530064716518;39.6352713791632;40.6764480812043;55.8822401295831;44.4451450484917;33.4586388112354;53.7961252453287;50.2465756969945;49.2938391601213;34.3478312170787;51.7851607563599;38.2806289992421;39.6565804058329;55.3169531155092;43.8325934443906;34.4935845843872;0.303698330237632;0.38506954410829;-1.82467634091525;-1.3027334084328;0.187021635526241;0.362212724189162;0.558580224386019;0.072125943570962;0.084520327385336;-1.22656797727743;25.0681358553946;24.1811055474813;23.1683685806821;25.0621738575777;24.9419466909634;26.5524788234419;26.484923464685;20.489402815557;26.4534893347764;27.6860761546068;43.1912262602715;43.6014413664156;57.1550188487609;46.9226239400647;42.5750891034707;45.3441891795284;46.0419800215523;42.9325827628046;42.2429213877408;47.4943493538814;49.8277587559169;49.6744973832501;50.2096722489349;47.9360778162472;49.9140727201499;48.1691258718034;47.303204390656;48.7790588222793;48.2653148792704;49.9049610945381;49.400431738225;46.9770080809542;46.6003669466709;45.360650628667;47.6266096826386;45.7642708612349;45.2267177404886;46.5208652297762;45.0973509136704;46.8963828880864;1;1;0;1;1;1;1;1;1;1;14;7;0;1;10;4;3;15;6;1
1078;2;54.384914758327;51.2275226645433;47.7395617362875;32.5670559044581;51.8870738211186;39.7767300017466;40.8741089450869;56.1307413063667;43.6126533065803;32.9137893840367;54.1177493809686;50.6566898188849;47.4791577089757;33.0441142529561;51.9889080570294;38.6700202417033;40.2358187663227;55.416879919952;43.9349029642867;33.2659277950184;-0.122985351371375;-0.26157895600086;-1.97891196456907;-1.19908087631053;-0.283577358789884;-0.213258468247012;0.131904155706526;-0.625239899459413;-0.407871675525664;-1.09627102201484;24.9222142429886;24.0168401487171;23.1332604094278;25.0192172952378;24.8059393137789;26.3637713009073;26.2901780838959;20.4091571664096;26.2838920158458;27.6269960696692;44.5829145521626;43.6820182195021;56.5937192259734;45.1243086632898;43.2877523393518;43.8220221750662;44.6650207418522;44.5330394627475;41.753411213094;45.6661747916012;49.7898959119741;49.6691673811784;50.2159912497396;47.7202437257729;49.8965548267367;47.9776770444852;47.1205916997862;48.8589310012357;48.1908527789345;49.6149674494189;49.3912979722652;46.9413398065994;46.557688975679;45.1914400080836;47.6045335621412;45.6442783381718;45.1389763115986;46.5632751813296;45.011095683569;46.7765674960073;1;1;0;1;1;1;1;1;1;1;15;8;0;2;11;5;4;16;7;2
1079;2;53.9040628306549;50.738175770007;46.5906106334941;32.5998207052312;52.3881741373631;39.5657063400501;41.3515534602107;55.2841422893552;43.8698042278864;33.3597565940178;54.0099467043776;50.4118976816224;45.512736491159;31.8546295677844;51.7207602807855;38.4795699725387;40.3865428421998;54.8097341267669;43.5448443360198;32.1789456859023;-0.516234757693259;-0.770999542911329;-2.22579104064063;-1.30432098125057;-0.708270074775136;-0.80927535694459;-0.326342158776622;-1.16923030669965;-0.862269222111916;-1.19031913606258;24.5682229041907;23.6766727236674;22.9013528508442;24.7494288929135;24.468224722125;25.988075973613;25.8947736472319;20.1686986295534;25.9165705327996;27.313585001476;46.006911327927;43.9662831483402;55.8695565011959;43.3165624406221;44.1873970539389;42.4665431457763;43.4504544350286;46.138804188057;41.4191076206946;43.8537673651006;49.7634980066931;49.679420976954;50.1999986935805;47.488734330515;49.8865541935672;47.8041452258831;46.9593966532502;48.9396150251938;48.1235791388799;49.3016254728595;49.3986835476489;46.9102690517695;46.5027951795623;45.0120377098986;47.5875497920871;45.5259336601845;45.0547367161145;46.6082734370248;44.9245960098004;46.6487037694331;1;1;0;1;1;1;1;1;1;1;16;9;0;3;12;6;5;17;8;3
1080;1;53.7129866470495;49.4255979865514;43.8495474963966;31.6511289993511;50.7553769324131;37.9276322485045;39.9990119756885;53.6619768747712;43.401742886977;31.391399317101;53.5091472605901;49.6482496543921;43.2898378494289;30.558642799042;51.0175090210338;37.6825275851343;40.0687246602465;53.646321388894;42.6943518496378;30.9918645174474;-0.902136834111313;-1.08330525643292;-2.36352299442462;-1.47093442120484;-0.949779442428178;-1.25525339191321;-0.639459717199981;-1.46550854657703;-1.21001755203339;-1.27466498900112;23.9907852927136;23.1347333356004;22.4596679751521;24.2490940263051;23.9108145958931;25.4047988839061;25.2798504337342;19.7524783615509;25.3284212191592;26.742805399046;47.3782114725008;44.4035022402686;54.9563622634747;41.5450384408564;45.2127903674762;41.2666719633697;42.395568495815;47.6611346654269;41.2066415292651;42.0898998970412;49.7482486326349;49.6970865343299;50.1653821157946;47.2460798832767;49.8802023557116;47.642848361256;46.8165081887409;49.011370501967;48.0614743952978;48.9736804509814;49.4206373369669;46.8813261155652;46.4356430821998;44.8283487046577;47.5751315767424;45.4078537902276;44.9738005366235;46.6520609372991;44.8373890118882;46.5164089527838;1;1;0;1;1;1;1;1;1;1;17;10;0;4;13;7;6;18;9;4
1081;1;53.4557348001387;48.9678431092421;40.9134688261177;29.9552333864026;50.4112865161358;36.9757837530472;39.889172974504;52.3073083640414;41.5934687750787;30.3279583591575;52.6191985138791;48.5673958735715;40.918141507683;29.0849673648938;50.0691670242657;36.4315873185978;39.4332426869002;52.1766746987563;41.4823224864398;29.71544349832;-1.23403873266857;-1.24474327402918;-2.29425058515738;-1.49322747416029;-1.06684524007398;-1.51755231104521;-0.827335369679374;-1.5146178990243;-1.30997297693092;-1.27961497268669;23.2590308954708;22.4408980760507;21.8628176727807;23.5866292654754;23.1907314294864;24.6712709034464;24.5042932091852;19.2055358909015;24.5824034674822;25.9874000955926;48.6244072297778;44.9493134140582;53.8136580418393;39.8223978776904;46.2821576321461;40.1940105023254;41.4769144836671;49.0229061569631;41.090567055625;40.3746726402931;49.738177084052;49.7125211319927;50.1079715840275;46.9869122746071;49.8690034434834;47.4815420776847;46.682837546638;49.0651363076122;47.9973788812309;48.6304964584875;49.4550532487115;46.8510051017027;46.3542622532461;44.6440588340807;47.564923773124;45.2873183875311;44.8938193063453;46.6900087665946;44.7471012447087;46.3802725721935;1;1;0;1;1;1;1;1;1;1;18;11;0;5;14;8;7;19;10;5
1082;0;51.5666558377231;47.04612371121;38.5428067838526;27.2323670112358;49.0213343844807;34.8673587055684;38.7128917285073;49.9657365231538;39.947971241394;28.9722883306378;51.3832813206058;47.3139457112891;38.6075676568752;27.5727128834672;48.9944183494395;34.905819117136;38.5994559571363;50.6462900107416;40.1588094724198;28.4235194454924;-1.32605803172793;-1.17487363409665;-2.02296981023484;-1.21099868284431;-0.98748479782267;-1.50890667453389;-0.803870459913053;-1.28911446191907;-1.14527101307987;-1.08801679722796;22.4662175938343;21.6771117621329;21.186914779749;22.8435914218847;22.3956273217071;23.8724896889056;23.6584484573525;18.5909698261134;23.7598674676327;25.1452136958997;49.6916747189906;45.5630986140553;52.4160566783912;38.142571959015;47.3046642883786;39.2203105575327;40.6818787162515;50.1633650339359;41.0440303153278;38.7045915114326;49.7231373879036;49.7183500639849;50.0212006742028;46.7028933926513;49.8461446667056;47.3057805434579;46.5495389626131;49.0945511925461;47.9207555590538;48.2678306312259;49.4995556393061;46.8143591864411;46.2557703930599;44.4605908752568;47.5535807035252;45.1607979874873;44.8106490849127;46.7174573553885;44.6499349284052;46.2391514886909;1;1;0;1;1;1;1;1;1;1;19;12;0;6;15;9;8;20;11;6
1083;1;49.7650050841804;46.0288324732298;36.7644221004022;25.9919766891091;47.6716954479289;33.3200273666379;38.0932621737871;49.0761140234762;38.5671663071156;27.2798322068919;50.0433023719351;46.1247037560539;36.5609073300976;26.335217994028;47.9911148336997;33.3792160729868;37.7796466495326;49.3396276914597;38.9918830939284;27.3089555087505;-1.14436479572744;-0.929385833304995;-1.56188529070168;-0.696400000438794;-0.70882341930041;-1.23874329520125;-0.550977199752825;-0.933691783980439;-0.759663115307709;-0.59677038322535;21.7507107749422;20.9762127729883;20.5613412801428;22.1477675513321;21.6655282728663;23.1476639276836;22.8860066058799;18.0173616083156;23.000398423685;24.3654016291076;50.5338119655805;46.1970894186962;50.7782267408624;36.5061846752622;48.1819877667934;38.3240107700652;40.0079743035253;51.0351988969872;41.0481040369028;37.0782111059017;49.691040807453;49.7104841069193;49.90194306687;46.3891941314301;49.8084261310488;47.1036507010478;46.4082968187248;49.0976413704885;47.8240867499709;47.8833205537311;49.5512546579591;46.767172381044;46.1392139043801;44.2789589253866;47.5377026304441;45.0253844402511;44.7205285393896;46.7316921854181;44.5433210826062;46.0916567635347;1;1;0;1;1;1;1;1;1;1;20;13;0;7;16;10;9;21;12;7
1084;0;47.8899798088787;44.4303490303395;34.3384909645841;24.6774984876629;46.4242679331073;30.858862954344;35.4506109301394;48.0014400108496;37.2875034885654;25.458930227331;48.8779679537174;45.1751123639718;34.9650990825368;25.6073808025411;47.2628066186226;32.1137400111662;37.2000167393861;48.3865188538853;38.207020339957;26.6745536896543;-0.752992133216342;-0.525124295067964;-0.872059515521914;-0.013279335127067;-0.296393160985416;-0.716484960674482;-0.010568670616222;-0.498446418683823;-0.237764459262567;0.184405801864082;21.2350768245013;20.4649705705032;20.1084417833362;21.62259069229;21.1283295383595;22.6273484984199;22.3205854660342;17.5921718534817;22.4376093888585;23.7791343384289;51.1223070963362;46.7913435725293;48.9474371553788;34.9325212896744;48.8433599616687;37.5064674891551;39.4591356279518;51.6150788071317;41.0846410007067;35.508214707072;49.6334203260543;49.6874042428314;49.7498982726784;46.0478360334076;49.7558925102191;46.8694516215098;46.2543501934737;49.0752687293904;47.7031523601903;47.4791420791912;49.6083593568612;46.7053103015854;46.003978674988;44.100952287957;47.5135280431201;44.878170839594;44.6196388304155;46.7306408176815;44.4249117674471;45.9360314575641;1;1;1;1;1;1;1;1;1;1;21;14;1;8;17;11;10;22;13;8
1085;2;48.072131965861;44.7852305261971;33.3623040817631;24.5001887310774;46.846472076198;31.2396219396682;36.5625895592363;47.9674672832731;38.2915597431283;25.7837279888423;48.1095271445429;44.6329261117355;34.0577269301955;25.5675964881806;46.952397277422;31.3745679006603;37.1708885188992;47.870557813181;37.9505766246694;26.8251636446097;-0.37114777680471;-0.107860432537981;-0.073408707819035;0.661153848079745;0.080770084198141;-0.146296566903785;0.486669427428938;-0.062514027995599;0.236975120745313;1.01742569692437;21.033648301536;20.2610657193813;19.9385366440727;21.3856031938261;20.9052214819132;22.4313160486303;22.0795558022963;17.4145455586234;22.2017707887365;23.5082619331505;51.4680100727709;47.2665536736694;47.0263551261022;33.4578076544537;49.2810610372146;36.7801413874604;39.0443473062892;51.9286187676809;41.1317131910011;34.0321717962213;49.5483449344603;49.6479559519925;49.5667966895724;45.6866029868308;49.6896392589066;46.6032710846577;46.0871794250543;49.0274921915067;47.5575788628534;47.061764080268;49.6708350184076;46.6279494515709;45.85211738942;43.9300057867896;47.4791521771958;44.7182683469401;44.5063313216944;46.7147104091706;44.2948569411857;45.7732155406927;1;1;1;1;1;1;1;1;1;1;22;15;2;9;18;12;11;23;14;9
1086;1;46.1791629165213;43.2983412509931;31.4343600698159;24.2339296706488;46.0703983052442;29.5204738852502;36.048804584209;46.2627367365276;36.8723745129385;25.4933958869694;47.7235013197634;44.5053258979288;33.9530774286246;26.2157112478233;47.0216397054751;31.204982604555;37.6475769103862;47.7890738892494;38.1659527658665;27.8193515659329;0.001409283191729;0.357961444129045;0.707245828817743;1.12740509247109;0.407449386339282;0.457113774068;0.838842345777504;0.397681587344408;0.74130117841117;1.70701812460063;21.1506395407948;20.3677704157817;20.0491682481305;21.4406437609383;21.0019707537598;22.5610913033855;22.1701584121183;17.4859151689767;22.3021337229616;23.5529375955556;51.5866209945628;47.5540496387641;45.131104556602;32.1293246770902;49.4990317384192;36.1629077022363;38.7856602404044;52.0023379357762;41.1519111309139;32.7186127486976;49.4429174367494;49.5950954139637;49.3615495229381;45.3194380365841;49.6150918711704;46.3134182323612;45.9151272220999;48.9601349442082;47.3922207414169;46.6447984315281;49.7401020275647;46.5390121151596;45.6900691449682;43.7711772758163;47.4355778523748;44.547905769345;44.3828172752204;46.6869411786354;44.1577718093046;45.6077117578132;1;1;1;1;1;1;1;1;1;1;23;16;3;10;19;13;12;24;15;10
1087;3;48.0489031418321;44.5682150388303;34.3671372699252;28.8517741540212;47.7329958861978;31.2397129871783;39.1300681051014;47.9718756050276;38.4469527138082;29.8670460492914;47.7324582407702;44.8570283302544;34.6609715821403;27.3628302189598;47.4317404728279;31.6554978834807;38.501311830662;48.18737013063;38.9018678536643;29.5372210334342;0.01855916783112;0.633787390011532;0.999009664903223;1.0102616966742;0.489918593461779;0.820003445753987;0.750041747704609;0.559213641209598;1.0095402835498;1.80483460940558;21.5708382935269;20.7649107228841;20.4244911502858;21.7833907042776;21.4046056140159;22.9932908744236;22.5825331900598;17.7928592787216;22.7173596403617;23.9039757047301;51.5120123061313;47.6491194117951;43.3625122436543;30.9927638257102;49.5386807543446;35.6606988824101;38.6874155256427;51.8805895898066;41.0964041920991;31.6400337963572;49.3333913715271;49.5406399754121;49.1564239888377;44.9680198111734;49.5447984316789;46.0182476385997;45.7537575870764;48.8896973684829;47.2214044188886;46.2507190708879;49.8160575660838;46.4472011026888;45.5294624445366;43.6297596795381;47.386363001941;44.3718971815151;44.254297087916;46.6519755089304;44.0219038837878;45.4463530802838;1;1;1;1;1;1;1;1;1;1;24;17;4;11;20;14;13;25;16;11
1088;3;48.6911361984219;45.4270964208931;37.369143437357;29.9623609958814;48.2416195265133;32.4857520554603;40.0392051235756;49.5024404474716;40.111711314332;33.3179759467194;47.7678969724064;45.4954216921811;35.6833185881138;28.3965242658863;47.9296867020958;32.4818545594639;39.2753702262346;48.7615363022602;39.9214722609148;31.371070657143;-0.235219329482284;0.671881254234368;0.764860285108355;0.61200845745003;0.397100534030117;0.884389629494028;0.349587184540595;0.388979550953731;0.959703049312872;1.39252472443506;22.0832495055833;21.2311945530441;20.8706184615697;22.22185497648;21.8912943944701;23.4921615035578;23.0975243388668;18.1644551723499;23.210530267524;24.3488983884436;51.3004597511198;47.597378951305;41.8000002884425;30.0776468045766;49.4662144030818;35.2657613647877;38.726946002928;51.6304318020029;40.9833669263036;30.8516346040348;49.2367306554505;49.4966569141542;48.974938229587;44.6507272976549;49.4898848513618;45.7383734514645;45.6174967782223;48.8326610850982;47.0631904988792;45.8993698804911;49.8965562556902;46.3616035349532;45.3822898163686;43.5089018052012;47.3337923246344;44.1947010405375;44.1252298135296;46.6124460308327;43.8961454875588;45.2928981829438;1;1;1;1;1;1;1;1;1;1;25;18;5;12;21;15;14;26;17;12
1089;3;49.4010315819265;47.6384131802616;38.5259111489653;31.2942304501015;49.4958702051609;36.0051780320644;42.0382911743995;50.8241523908285;42.4250338631469;34.6519980789641;47.5474562595421;46.1821380112201;36.4717099800908;29.0238173297263;48.3377379188142;33.3834914929607;39.6520313932892;49.1686944268778;40.9017307755484;32.788319992884;-0.555577030642698;0.460974586794545;0.325555707377133;0.224380203945515;0.190473434036932;0.653321000569212;-0.22352888904457;0.045098384825572;0.634136635725082;0.849330821788175;22.4977650328057;21.5753177501158;21.22015234781;22.5715248030908;22.2626282533294;23.8572523830812;23.5149813768315;18.4529985299297;23.5781792694359;24.6969373565185;50.9823329981468;47.4454857843498;40.4683563877941;29.3722104271823;49.3229378302732;34.936128794461;38.8269842762871;51.29667521663;40.8391156058201;30.3562535887323;49.1577135335149;49.4688280797531;48.8279601892023;44.370254516955;49.4534972448081;45.4864039783678;45.5110817925304;48.7944994553018;46.9308097533565;45.5971904398212;49.9752042279803;46.2889275181525;45.2553814877263;43.4071792865372;47.2777168227571;44.0187539536667;43.9973953176724;46.5678569805923;43.7869505077445;45.1450151607994;1;1;1;1;1;1;1;1;1;1;26;19;6;13;22;16;15;27;18;13
1090;1;47.4805777819753;47.6266176362993;37.4379191468798;29.3409406882637;49.3187196799337;35.4874766664008;40.4970627726144;50.3320053172562;42.3350677092888;34.5580569686446;46.9832015621081;46.6492825635628;36.8040148769065;29.2350301630236;48.5287995716579;34.0370422452535;39.4335801753563;49.2168918457333;41.5475201070476;33.6448921497798;-0.534759692921538;0.288024572692624;0.056925097154422;0.274725443803827;0.104491512656726;0.554033599999044;-0.526631332787091;-0.129046159392359;0.340905350604203;0.526365479849672;22.7019066381646;21.7007182887835;21.3741327668183;22.7189366114386;22.4099662996884;23.9905634262277;23.7245163950823;18.5743768042994;23.7161532140354;24.8280262195708;50.5567352837252;47.2167238923154;39.3426224073879;28.8439981871052;49.1156190013747;34.6187310584328;38.8928621220791;50.8858640283203;40.6683329436726;30.1072247399212;49.0893203251152;49.4559523949366;48.7114756709904;44.1173270274281;49.4321385549481;45.2643928619422;45.4293411323105;48.7692459011478;46.8281076119745;45.33610163803;50.0433538519994;46.2327873465542;45.150082844048;43.3208955144073;47.2167097806184;43.8452855168056;43.8714348324765;46.5156421844291;43.6970787596627;44.9963918356954;1;1;1;1;1;1;1;1;1;1;27;20;7;14;23;17;16;28;19;14
1091;1;45.8524377456534;47.0819011010942;37.3606669223398;29.0770350025757;48.7654915386373;34.2323019108199;38.7857679992521;48.3872177296716;42.3065810215878;34.30849991915;46.41949195568;46.9299627005817;36.8535005394414;29.478669380828;48.6193515731385;34.571548110197;38.8892619466574;49.069704764849;41.8887004256259;34.1591812195885;-0.077380094554404;0.334323108384454;0.063673151155037;0.766890846286467;0.291800172743176;0.807688016419234;-0.376843796441279;0.088470269467498;0.227745194278598;0.589020100200347;22.7939284485386;21.7255827617245;21.433166385403;22.7549678937463;22.4490487995872;24.0125743567687;23.8324025152306;18.6170197601876;23.7490334483885;24.8540990195585;50.0326642311697;46.9400090358976;38.3818666932944;28.4507057983317;48.8651296794745;34.2923013081259;38.8757082581963;50.4166285460298;40.4925580715693;30.0419407064899;49.0175065982302;49.449041822086;48.6101123723245;43.8752188154611;49.4159955315781;45.0634693609333;45.3570746620178;48.7429785028343;46.7462244635132;45.1003482303016;50.0969194892104;46.1941989751531;45.064457835283;43.2464373295626;47.150542951614;43.6769103178265;43.7491378424237;46.4547368079835;43.6261670864772;44.842618584923;1;1;1;1;1;1;1;1;1;1;28;21;8;15;24;18;17;29;20;15
1092;1;44.6063922852334;46.099226902545;35.8503792418923;27.2686283079302;47.041366067768;33.3051057816158;36.8528595522073;47.7978833340969;41.4037415572225;32.832746317842;46.3037517722125;47.2465879201691;36.8924658832613;30.2021474616298;48.884895367738;35.3505982292383;38.478626481309;49.1339206733047;42.1039197484076;34.7196035404109;0.68500808560554;0.6224097495417;0.436989550586901;1.6224752839035;0.776214495616338;1.35057768247562;0.198910331375524;0.544561915422154;0.3732141605712;1.0598938722511;22.9623521014104;21.847978719246;21.5814201280302;22.8633179116571;22.5839747317701;24.1268185260383;24.0324595622393;18.7366461391702;23.8920572097555;24.9795481350094;49.4404905830706;46.653337719105;37.5645084494841;28.176440808168;48.6059330268676;33.977034221087;38.7721269643759;49.9283843033296;40.3351578762877;30.1106525083799;48.9338675383719;49.4408006804193;48.509029774362;43.6346415354347;49.3965641840827;44.8763384224577;45.2816436789775;48.7044637829705;46.6747860480106;44.8768553399685;50.1343858607288;46.1740384383378;44.9964480890025;43.1830231263763;47.0803390944791;43.5188264153237;43.6334523803074;46.3860121146779;43.572362164531;44.6816047506818;1;1;1;1;1;1;1;1;1;1;29;22;9;16;25;19;18;30;21;16
1093;3;46.4789739048553;47.6295484193787;36.6302154793904;31.4726213350272;49.4016737455329;36.479285561539;37.5379185103099;49.2931962829778;42.1760338037162;35.4972527094712;46.9620904728943;47.856344020276;37.3030466472512;31.8035895646995;49.6470132311865;36.6835748129263;38.6468283232227;49.6624372223257;42.4633996554108;35.7585264564034;1.3765837717733;0.925461036603335;0.976206742307457;2.27744488802931;1.1795869212321;1.85131602849055;0.896098373168127;0.962786588874994;0.631622150115199;1.56801494903585;23.3988589248179;22.2604910734191;21.9974406735632;23.227515933004;23.008341562207;24.5377399773744;24.5198262512061;19.0917959983031;24.3538576818783;25.4059438729109;48.8477063575194;46.4098523528394;36.9014107104151;28.0493268000023;48.3877895720178;33.7363440869869;38.6253641673843;49.4917832684479;40.2243175233944;30.3060877279575;48.8402535719993;49.4303101509544;48.4021279618073;43.3984836217576;49.3739664789012;44.7032753794674;45.2000334149336;48.6547214131818;46.6066688426321;44.6620239386598;50.157143721097;46.1741228726002;44.9455415248699;43.1318280864601;47.0099773014169;43.3781324614411;43.5288194873911;46.3144531363416;43.5336427565653;44.5145517759629;1;1;1;1;1;1;1;1;1;1;30;23;10;17;26;20;19;31;22;17
1094;2;47.2754109840122;47.2444186244734;36.586609057915;32.115823364604;50.1084312158581;36.4559914775693;37.4765444360735;49.7029198318673;41.9224876148543;34.7300883196325;48.3211750019183;48.7711012247028;38.2542025393757;34.0712069182255;50.8182718787016;38.5205844326748;39.5204854678399;50.6152233935493;43.0802172668813;37.306833350354;1.90379412468383;1.2074912947782;1.56182602094428;2.68931009124709;1.46591422376142;2.28848326915934;1.51795764925191;1.27604945182478;0.950230517327066;2.07595158127768;24.1047374639624;22.9639017562289;22.6744481748026;23.8595272371957;23.7255959053114;25.2469835596862;25.2869257360714;19.6800637295654;25.1310349665415;26.1357536658772;48.3440866046198;46.2720134579074;36.4408883102475;28.1450919358221;48.2823668189526;33.6595015660479;38.5159875260748;49.1853306402503;40.2065519699923;30.6727540309541;48.7438430686191;49.4188087633287;48.2923759572254;43.1794625080517;49.3548740027348;44.5502711925722;45.1160915780262;48.6016532884849;46.5384935620581;44.4602061866699;50.1702792703088;46.1975252365133;44.9139509836992;43.0953657430117;46.949423654751;43.2621577524376;43.4407850783275;46.2494293880347;43.5095471230884;44.3483617476582;1;1;1;1;1;1;1;1;1;1;31;24;11;18;27;21;20;32;23;18
1095;4;51.7104968252441;52.3369690911213;40.9724384928369;40.0300327706954;53.5438766172471;43.1066738359186;43.6186262215866;53.3038960086737;45.7622821980025;41.8326359652268;50.2288980734002;49.9880904282813;39.8096684708596;36.7846985708305;52.2894886668503;40.8190608365026;41.043418122991;51.8976137983825;44.0285560311599;39.3949498144306;2.03625943893126;1.16991274725725;1.88363821906544;2.48256831598067;1.49191134877742;2.32679662613413;1.6885190132401;1.2947989582902;1.09606212818879;2.08049299165222;25.0563974028803;23.928256105246;23.5832720682432;24.7416884258282;24.7089277363927;26.2236083042689;26.3072822027256;20.4774769946803;26.1889089269677;27.1367081854184;48.013469411392;46.2876831003021;36.2359699280701;28.5286488245399;48.3399902692938;33.8201936517461;38.522698509224;49.0652190013882;40.3294669531032;31.2567070964952;48.650950421912;49.4058110754253;48.1856227038457;42.9861899849581;49.3422572994838;44.4215178523347;45.0351613840198;48.5515410706187;46.4667922892942;44.2762375787973;50.1783056378268;46.2463875970261;44.9046512035275;43.0736697752409;46.9078131659017;43.1759519903988;43.374527217874;46.1987552411153;43.500837519233;44.1908608729673;1;1;1;1;1;1;1;1;1;1;32;25;12;19;28;22;21;33;24;19
1096;2;52.5878330794752;51.7706003575197;41.8793653936454;39.8537658555047;53.843526340271;43.5444436658079;43.0595406399621;53.3640348244958;44.9322055294538;42.1436185245059;52.2635430306047;51.14984325916;41.6826423535711;39.2745249629341;53.7805174478508;43.1457675655496;42.7227138709411;53.1913187431279;45.1062829634056;41.4761511630213;2.11548630519724;1.28621592083173;2.17364565083808;2.29877655723308;1.51957260214189;2.3510547863561;1.90571262912475;1.32323655613326;1.43085893623842;2.07832539515674;26.0278116742741;24.9287333397787;24.5046497702497;25.6680126772289;25.722365431915;27.2299816612864;27.3485843038565;21.2986974618653;27.2751107358411;28.1766318996622;47.9246707000685;46.4933865400707;36.3284392214535;29.2372631081833;48.5934572167869;34.2750583993897;38.7106955989051;49.1614746773606;40.627139765314;32.1006632787212;48.5667249054861;49.3897536604066;48.0890582814384;42.8233747903871;49.3348613237042;44.3197842922648;44.9632174361615;48.5086182246939;46.3903953790078;44.1141485321943;50.1877659257647;46.3215071006671;44.9206570558323;43.065245287662;46.8912269811365;43.1229051083929;43.3338346449834;46.1680687860826;43.5090143466643;44.0526577731643;1;1;1;1;1;1;1;1;1;1;33;26;13;20;29;23;22;34;25;20
